,J [mm/day],Q [mm/day],ET [mm/day]
9/25/1994,5.25,4.55852514,0.154064624
9/26/1994,0.5,3.440689944,1.509718143
9/27/1994,0.5,3.03903352,0.851527493
9/28/1994,1.25,2.786530726,0.949499922
9/29/1994,0,2.494910615,0.995675091
9/30/1994,1.75,2.323407821,0.599025195
10/1/1994,6.5,2.331578212,0.822118926
10/2/1994,30.25,8.244553073,0.517238332
10/3/1994,3.75,5.922276536,0.743706157
10/4/1994,0,4.274472067,1.615742362
10/5/1994,0.25,3.496977654,1.435031111
10/6/1994,0,3.091324022,1.422907524
10/7/1994,0,2.747664804,0.940492766
10/8/1994,0.25,2.502879888,0.853125869
10/9/1994,0,2.285648045,1.671209769
10/10/1994,0,2.104818436,2.303592244
10/11/1994,0.5,1.980251397,0.790787345
10/12/1994,0,1.853597765,2.117253675
10/13/1994,0,1.740997207,2.202957799
10/14/1994,0,1.646547486,2.298567878
10/15/1994,0,1.563134078,2.25097628
10/16/1994,0.25,1.521377095,0.217801321
10/17/1994,0,1.442564246,0.824221434
10/18/1994,0,1.390851955,1.068332721
10/19/1994,10,1.644913408,0.115698304
10/20/1994,0.25,1.484597765,0.690946526
10/21/1994,17,2.306162011,0.434096075
10/22/1994,37.75,9.700667598,0.280891213
10/23/1994,8.75,10.06282961,0.919806679
10/24/1994,16.5,6.962681564,0.722805021
10/25/1994,24,11.45297765,0.631291033
10/26/1994,38.75,27.25159777,0.446236411
10/27/1994,12.5,18.21836313,0.530547199
10/28/1994,5.5,10.40367318,0.945118248
10/29/1994,44,16.55301117,0.571457029
10/30/1994,36,36.22630726,0.572730467
10/31/1994,27.25,26.40436592,0.570490374
11/1/1994,0.5,12.20332123,0.847406876
11/2/1994,1.5,7.214656425,0.396538335
11/3/1994,13.25,6.813150838,0.157041803
11/4/1994,0,5.879941341,0.680139115
11/5/1994,0,4.561969274,0.528971299
11/6/1994,0,3.761346369,0.858299934
11/7/1994,4.5,3.351368715,0.118980592
11/8/1994,15.75,3.934357542,0.139295848
11/9/1994,7.25,6.974421788,0.364148693
11/10/1994,1.25,4.811907821,0.138242282
11/11/1994,3.5,4.072726257,0.133469092
11/12/1994,17.25,8.853108939,0.141161113
11/13/1994,54.5,26.25807821,0.226644956
11/14/1994,20.25,31.01472905,0.580390785
11/15/1994,6.25,9.626681564,0.608973111
11/16/1994,13.75,8.335106145,0.433141674
11/17/1994,3.5,6.95850838,0.467423774
11/18/1994,14.5,7.276625698,0.476886178
11/19/1994,17.5,10.97969832,0.241522284
11/20/1994,38.5,31.92956145,0.280948565
11/21/1994,0,10.35819553,0.507660536
11/22/1994,1.25,6.630988827,0.350321898
11/23/1994,0.75,5.029818436,0.465841419
11/24/1994,2,4.12722905,0.172856343
11/25/1994,2.5,3.468594972,0.187321752
11/26/1994,1,3.158296089,0.221762386
11/27/1994,0.5,2.883041899,0.039689475
11/28/1994,0.25,2.556829609,0.244183015
11/29/1994,0,2.322678771,0.122035577
11/30/1994,0,2.136192737,0.087600698
12/1/1994,0.25,1.987416201,0.088740992
12/2/1994,0,1.85628771,0.200509161
12/3/1994,17.5,3.364541899,0.326113285
12/4/1994,38.75,16.3351257,0.365098667
12/5/1994,13.5,10.44439944,0.337538401
12/6/1994,15,8.248374302,0.526654518
12/7/1994,10,10.88175419,0.385021144
12/8/1994,19.5,16.21347486,0.395881691
12/9/1994,0,7.623125698,0.287995694
12/10/1994,12.25,6.568089385,0.262243466
12/11/1994,11.75,6.692027933,0.263051194
12/12/1994,7.75,7.185519553,0.20955131
12/13/1994,26.25,16.13677374,0.18557111
12/14/1994,0,9.773094972,0.12323281
12/15/1994,8.5,6.711460894,0.244371296
12/16/1994,1.75,6.046969274,0.256471387
12/17/1994,31.25,9.956865922,0.326910416
12/18/1994,13.25,15.40146369,0.247742105
12/19/1994,7.75,9.18972905,0.296328239
12/20/1994,9.75,7.88548324,0.079105815
12/21/1994,0,6.521002793,0.005232686
12/22/1994,0.25,5.04223743,0.177310375
12/23/1994,0,4.085798883,0.321548806
12/24/1994,14,4.258357542,0.275508723
12/25/1994,14,7.737536313,0.186782759
12/26/1994,71.5,33.31299721,0.207519974
12/27/1994,126.5,96.2892905,0.362749754
12/28/1994,75.25,74.65459777,0.342898847
12/29/1994,11.25,17.7674581,0.442624192
12/30/1994,31.5,27.2923743,0.418303595
12/31/1994,4.5,11.1252067,0.163348076
1/1/1995,1.5,7.007656425,0.074669373
1/2/1995,0,4.879734637,0
1/3/1995,0,3.916407821,0
1/4/1995,16.5,4.10251676,0.213763544
1/5/1995,25,14.8442933,0.325540811
1/6/1995,3.5,7.953360335,0.093437161
1/7/1995,9.75,6.625256983,0.307317385
1/8/1995,16.5,12.10507542,0.328796899
1/9/1995,14.25,7.668905028,0.315629508
1/10/1995,73.75,41.15378212,0.336232006
1/11/1995,0,17.83493296,0.185451663
1/12/1995,0.25,7.876835196,0.191971405
1/13/1995,20.5,8.446927374,0.324128297
1/14/1995,20.5,13.3243743,0.310100885
1/15/1995,9,13.27386872,0.39749056
1/16/1995,6.5,8.544092179,0.639422643
1/17/1995,21.25,12.32303631,0.157742047
1/18/1995,0.25,8.661318436,0.047262896
1/19/1995,15.75,8.406553073,0.095440568
1/20/1995,5,7.796111732,0.315522693
1/21/1995,29.25,14.51353073,0.497740073
1/22/1995,6.25,9.460860335,0.400588937
1/23/1995,6.25,8.150053073,0.589066276
1/24/1995,4.5,7.982120112,0.374517811
1/25/1995,50,26.56546089,0.096497442
1/26/1995,2.25,17.14442179,0
1/27/1995,32.5,35.87847486,0.125932853
1/28/1995,36.25,28.80251397,0.519357724
1/29/1995,5.75,17.40698045,0.419879942
1/30/1995,4.5,8.910351955,0.473140958
1/31/1995,50.25,25.01185475,0.265914635
2/1/1995,6,18.47551676,0.251290247
2/2/1995,0.25,9.046634078,0.794197281
2/3/1995,6.5,7.326326816,0.492786766
2/4/1995,0.25,5.564840782,0.288049177
2/5/1995,12.25,5.375011173,0.299607305
2/6/1995,3.25,5.811863128,0.605470108
2/7/1995,3.75,4.658203911,0.382085474
2/8/1995,4.75,4.593444134,0.162092598
2/9/1995,3,4.195055866,0.062030499
2/10/1995,7,5.30698324,0.134052328
2/11/1995,42.5,25.23104749,0.310958174
2/12/1995,34.5,21.20618715,0.809319432
2/13/1995,24.75,33.98467877,0.504441937
2/14/1995,13.75,13.61599441,0.690974479
2/15/1995,14.5,11.46874022,0.69407937
2/16/1995,23.5,14.10294972,0.664348545
2/17/1995,9.75,12.03481006,0.790468842
2/18/1995,35.75,21.48387989,0.604551773
2/19/1995,20.5,25.17058659,0.496370864
2/20/1995,22.75,16.13835754,0.507582984
2/21/1995,11.25,16.05139944,0.718955694
2/22/1995,17.25,14.05279609,0.384572848
2/23/1995,14.25,11.65768994,0.397901982
2/24/1995,13.75,10.55601955,0.383405316
2/25/1995,2.5,11.17329888,0.622885853
2/26/1995,0.5,7.335703911,0.807889414
2/27/1995,9.75,7.427891061,0.482157227
2/28/1995,9,6.42524581,0.389665987
3/1/1995,29.75,17.93478771,0.616912366
3/2/1995,4.75,8.606463687,0.06323685
3/3/1995,6.5,6.25502514,0.104340866
3/4/1995,3.75,4.995050279,0.114025908
3/5/1995,12,7.943731844,0.445126895
3/6/1995,5.5,5.921773743,0.207994099
3/7/1995,5.5,4.932603352,0.071315241
3/8/1995,4.5,4.516391061,0.292260269
3/9/1995,1.75,4.496731844,0.257830307
3/10/1995,0,11.00559218,0.998662461
3/11/1995,2.5,15.12409777,0.387414255
3/12/1995,0.5,8.597689944,1.620274594
3/13/1995,9.25,6.344949721,2.136000233
3/14/1995,28,6.005212291,0.594899661
3/15/1995,4.25,5.002617318,0.596628332
3/16/1995,29,5.067276536,0.810714399
3/17/1995,40.25,8.89725419,0.988653841
3/18/1995,21,5.516698324,1.217739351
3/19/1995,6.75,5.201572626,1.308160465
3/20/1995,4,4.443888268,0.436003694
3/21/1995,0.5,3.895918994,0.908077649
3/22/1995,0,3.385432961,2.279457938
3/23/1995,0.25,3.042226257,3.816065779
3/24/1995,2.25,2.992298883,1.811974363
3/25/1995,7.25,3.088986034,1.093384874
3/26/1995,28.25,4.88252514,0.505352914
3/27/1995,6.25,9.539924581,1.67262851
3/28/1995,40,24.87119832,0.205590596
3/29/1995,0,10.24790782,2.369734618
3/30/1995,0.75,6.295248603,1.06969137
3/31/1995,3.25,5.190335196,0.803493648
4/1/1995,1.25,4.425209497,1.658198045
4/2/1995,0,3.64052514,3.111104338
4/3/1995,2,3.288846369,0.878172145
4/4/1995,0,2.955921788,1.704973967
4/5/1995,8.25,2.852321229,0.719819847
4/6/1995,0.5,2.797944134,3.338914716
4/7/1995,0.25,2.423539106,2.240056925
4/8/1995,0,2.22903352,0.816916362
4/9/1995,0,2.06097486,2.231315095
4/10/1995,1.75,1.935930168,2.657386757
4/11/1995,0,1.766865922,2.634061658
4/12/1995,0,1.648307263,3.869824165
4/13/1995,0,1.540910615,3.919423859
4/14/1995,0,1.452192737,3.660665914
4/15/1995,0,1.370941341,2.162548915
4/16/1995,1.75,1.327399441,0.861216131
4/17/1995,39.25,5.000731844,0.520761247
4/18/1995,7.5,4.704486034,2.457830149
4/19/1995,1.25,2.722927374,1.824515166
4/20/1995,2.25,2.295,1.618768931
4/21/1995,0.5,2.094938547,1.69757791
4/22/1995,11.25,2.317399441,0.328016043
4/23/1995,1.5,2.582170391,1.851979935
4/24/1995,0.75,2.091645251,1.732464993
4/25/1995,0,1.877656425,3.880981972
4/26/1995,0,1.704871508,3.203279777
4/27/1995,0,1.553631285,2.980473283
4/28/1995,0,1.429039106,3.556412085
4/29/1995,1.5,1.384717877,0.377858857
4/30/1995,0.25,1.292405028,3.339462672
5/1/1995,0,1.189181564,3.648054546
5/2/1995,0,1.135256983,4.577709076
5/3/1995,0,1.064036313,5.808262919
5/4/1995,0,0.977430168,6.55307784
5/5/1995,0,0.904575419,6.036659375
5/6/1995,0,0.846075419,5.659837377
5/7/1995,0,0.789837989,3.220626053
5/8/1995,0,0.75227933,0.661792372
5/9/1995,0,0.719748603,1.12956317
5/10/1995,1.5,0.697826816,1.131829264
5/11/1995,4.5,0.773170391,0.47916583
5/12/1995,3.75,0.715022346,0.748673868
5/13/1995,0,0.682868715,0.762404588
5/14/1995,0,0.658583799,0.736823084
5/15/1995,0.25,0.653430168,0.848308372
5/16/1995,7.5,0.666603352,0.169560529
5/17/1995,22.75,2.652209497,0.777807439
5/18/1995,5.75,1.237349162,3.237206259
5/19/1995,4.5,1.354701117,3.543499651
5/20/1995,0,0.973432961,1.747470399
5/21/1995,0,0.855075419,2.562977245
5/22/1995,0,0.817843575,2.341412646
5/23/1995,0,0.804494413,2.407501151
5/24/1995,7,0.824203911,0.804396413
5/25/1995,4,0.823550279,2.275564879
5/26/1995,2,0.843888268,2.009911033
5/27/1995,11,0.970642458,1.723935913
5/28/1995,3,1.062829609,2.42917371
5/29/1995,20.75,2.408656425,1.401233012
5/30/1995,1.75,2.118041899,2.196117682
5/31/1995,0,1.354776536,2.349707042
6/1/1995,1.5,1.208463687,2.243122005
6/2/1995,0.5,1.143377095,2.824913966
6/3/1995,25.5,2.813153631,2.074572906
6/4/1995,1.75,2.989307263,2.96111393
6/5/1995,0,1.954558659,2.982518986
6/6/1995,3.25,1.69496648,2.105170519
6/7/1995,5,1.834064246,3.833918668
6/8/1995,0.75,1.505187151,3.534335941
6/9/1995,0,1.387784916,4.995594173
6/10/1995,0.25,1.332955307,2.145560528
6/11/1995,3,1.297131285,1.504078482
6/12/1995,0,1.231868715,2.945583241
6/13/1995,0,1.161427374,2.483151278
6/14/1995,0,1.142824022,3.187694343
6/15/1995,0,1.056846369,4.256963463
6/16/1995,8,0.97197486,2.087168329
6/17/1995,21.5,3.192963687,1.667088182
6/18/1995,0,1.86822905,4.358267456
6/19/1995,1,1.406162011,1.548475698
6/20/1995,7.75,1.401184358,3.202753719
6/21/1995,0,1.351910615,5.467185063
6/22/1995,0,1.185963687,6.319168265
6/23/1995,0,1.165022346,7.028261472
6/24/1995,0,1.104536313,5.05680181
6/25/1995,0,1.063759777,5.904997002
6/26/1995,0,0.947187151,4.459322276
6/27/1995,0,0.88426257,7.660420539
6/28/1995,0,0.855150838,6.317464494
6/29/1995,0,0.816310056,5.802291525
6/30/1995,0,0.774,5.129927565
7/1/1995,0,0.756075419,0.763158931
7/2/1995,0,0.754667598,1.461968938
7/3/1995,0,0.726134078,2.10841201
7/4/1995,0.75,0.708913408,0.709274817
7/5/1995,0,0.706248603,1.739459752
7/6/1995,5.5,0.720955307,0.985898017
7/7/1995,1,0.683472067,1.568159776
7/8/1995,0.25,0.658684358,1.376695169
7/9/1995,0,0.639100559,1.111988378
7/10/1995,9.75,0.718592179,0.691908563
7/11/1995,1.5,0.756578212,0.775807984
7/12/1995,0.25,0.692924581,1.921212749
7/13/1995,0,0.660519553,0.90025578
7/14/1995,22,0.828502793,2.342780603
7/15/1995,13,1.130153631,2.327966617
7/16/1995,10.75,1.525650838,3.802436676
7/17/1995,20.25,1.943572626,2.701435449
7/18/1995,39,16.91637989,0.892377777
7/19/1995,3.5,6.098606145,3.105589734
7/20/1995,1,3.723184358,4.718117459
7/21/1995,1.5,2.883293296,2.706022791
7/22/1995,0,2.279513966,4.010618766
7/23/1995,0,1.973463687,4.519099323
7/24/1995,0,1.758067039,5.692807727
7/25/1995,0,1.564365922,7.919271476
7/26/1995,0,1.431502793,3.577473088
7/27/1995,0,1.345223464,4.994770274
7/28/1995,3,1.318927374,1.918795127
7/29/1995,0,1.21728771,5.586885462
7/30/1995,9.25,1.292027933,3.291300571
7/31/1995,12.75,1.311460894,6.454525547
8/1/1995,0,1.729709497,5.96195566
8/2/1995,0,1.206603352,5.627063688
8/3/1995,0,1.122335196,7.031521063
8/4/1995,0,1.077636872,5.145151941
8/5/1995,0,1.051918994,5.901772372
8/6/1995,0,0.973181564,6.48579753
8/7/1995,0,0.964860335,3.668094758
8/8/1995,0,0.922223464,5.336377362
8/9/1995,0,0.878555866,5.929513725
8/10/1995,0,0.853843575,5.687996675
8/11/1995,0,0.831217877,5.043438174
8/12/1995,2.5,0.847634078,2.08188752
8/13/1995,1.25,0.854899441,2.784657912
8/14/1995,0,0.837402235,1.923154869
8/15/1995,0,0.783226257,3.169973958
8/16/1995,0.25,0.743354749,2.724179738
8/17/1995,0,0.714946927,2.382006951
8/18/1995,0,0.698555866,2.007655285
8/19/1995,0,0.678921788,1.511629752
8/20/1995,0,0.661324022,1.299207125
8/21/1995,0,0.639150838,1.026433474
8/22/1995,0,0.624695531,0.857009605
8/23/1995,3.5,0.637114525,0.718586206
8/24/1995,5.5,0.64722067,0.279711823
8/25/1995,0,0.640357542,0.467557851
8/26/1995,6.75,0.66672905,0.465353951
8/27/1995,0.25,0.641061453,0.364508137
8/28/1995,0,0.597268156,0.345474344
8/29/1995,2,0.607877095,0.170348184
8/30/1995,0,0.60601676,0.198094527
8/31/1995,0,0.582209497,0.15513098
9/1/1995,0,0.560413408,0
9/2/1995,7.75,0.631005587,0.403562302
9/3/1995,4.25,0.617128492,0.228588526
9/4/1995,3.75,0.616952514,0.137466356
9/5/1995,14.25,0.809396648,0.680072817
9/6/1995,7,0.842631285,1.869940195
9/7/1995,5.5,1.127689944,1.511309817
9/8/1995,0.5,0.76122905,0.733334087
9/9/1995,0,0.670701117,0.929200249
9/10/1995,14.5,0.805298883,0.863891253
9/11/1995,0,0.930569832,3.485979307
9/12/1995,6,0.790391061,1.330237425
9/13/1995,0,0.756427374,1.928711929
9/14/1995,4.5,0.718089385,0.216072567
9/15/1995,1,0.72374581,0.550606548
9/16/1995,0,0.687393855,0.653081327
9/17/1995,2.25,0.675553073,0.389910939
9/18/1995,4.5,0.72296648,0.593328866
9/19/1995,0,0.688650838,0.685870946
9/20/1995,0,0.666452514,0.487731844
9/21/1995,0,0.648553073,0.704485258
9/22/1995,1.5,0.652374302,0.370726419
9/23/1995,10,0.658432961,0.713683333
9/24/1995,42.25,7.08078771,1.518053821
9/25/1995,24.5,3.023798883,1.247790858
9/26/1995,36.25,24.33207821,1.352055835
9/27/1995,7,6.70203352,1.600794968
9/28/1995,2.5,4.257502793,1.827339892
9/29/1995,0,3.190952514,2.019106467
9/30/1995,7.25,2.715134078,1.062615758
10/1/1995,7.5,3.80923743,2.097736851
10/2/1995,4,2.647684358,1.068457605
10/3/1995,7.75,2.749977654,0.709205985
10/4/1995,13,5.304393855,1.255304197
10/5/1995,5,4.284050279,1.941154176
10/6/1995,18.5,6.691826816,0.555874445
10/7/1995,29.5,16.34724302,0.403053905
10/8/1995,0,10.21311453,3.562875083
10/9/1995,0,6.048301676,1.937723678
10/10/1995,0,4.414047486,1.750771252
10/11/1995,0,3.570335196,1.126617989
10/12/1995,0.25,2.988804469,1.821939045
10/13/1995,0.25,2.568997207,0.883718996
10/14/1995,0.25,2.253217877,0.758388514
10/15/1995,3,2.085460894,0.893288795
10/16/1995,1,1.845326816,1.096321307
10/17/1995,8.5,1.989427374,0.739099789
10/18/1995,0,1.744290503,1.037657111
10/19/1995,0,1.607178771,0.541549817
10/20/1995,0.5,1.536863128,0.862831508
10/21/1995,0,1.454405028,1.540181616
10/22/1995,0,1.41222067,0.621494853
10/23/1995,0,1.365511173,1.076567465
10/24/1995,21.5,2.281223464,0.441537664
10/25/1995,6.75,3.548740223,1.611048806
10/26/1995,7,2.319310056,1.023841658
10/27/1995,3.75,2.649444134,0.86302528
10/28/1995,0,2.270865922,1.142749733
10/29/1995,0.25,2.101072626,0.384506834
10/30/1995,0,1.970321229,0.427328752
10/31/1995,0,1.86146648,1.181200989
11/1/1995,0.25,1.784790503,0.813484083
11/2/1995,0,1.709371508,1.215920409
11/3/1995,0.25,1.640840782,0.501126986
11/4/1995,0,1.568162011,0.827739849
11/5/1995,0,1.514589385,0.753363568
11/6/1995,0,1.448899441,1.28415058
11/7/1995,1.5,1.465592179,0.252801988
11/8/1995,6,1.48872067,0.446449065
11/9/1995,4.75,1.562455307,0.099772075
11/10/1995,1,1.46853352,0.112840446
11/11/1995,19.25,4.009324022,0.107850081
11/12/1995,11.25,4.858013966,0.125167587
11/13/1995,1.75,4.933709497,0.838442883
11/14/1995,7.5,3.731530726,0.55138058
11/15/1995,15.25,5.834212291,0.404280697
11/16/1995,7.25,7.919195531,0.151059871
11/17/1995,0.25,5.173667598,0.500586598
11/18/1995,0.5,4.018399441,0.674058605
11/19/1995,2.5,3.535340782,0.242814431
11/20/1995,0.5,3.072569832,0.478793506
11/21/1995,15.5,5.023307263,0.158249868
11/22/1995,8,5.10672067,0.361590365
11/23/1995,8.5,4.440117318,0.438297544
11/24/1995,14.5,7.545368715,0.321701623
11/25/1995,4.5,7.179888268,0.246746561
11/26/1995,3.25,5.563784916,0.235501152
11/27/1995,9.75,6.179203911,0.070537842
11/28/1995,3.75,5.296877095,0.216574669
11/29/1995,1.5,4.744181564,0
11/30/1995,0,4.049748603,0.119643321
12/1/1995,5.75,4.051131285,0.187369199
12/2/1995,4,3.82502514,0.151248754
12/3/1995,5,4.065938547,0.143757864
12/4/1995,1.25,3.650078212,0.055337367
12/5/1995,0.25,3.285905028,0.058002463
12/6/1995,0,2.987748603,0.070782532
12/7/1995,0,2.695122905,0
12/8/1995,2,2.457678771,0
12/9/1995,1.5,2.24024581,0.250068135
12/10/1995,0.5,2.068843575,0.145531494
12/11/1995,0,1.908150838,0
12/12/1995,1.75,1.807139665,0.294358175
12/13/1995,0.25,1.854251397,0.189517095
12/14/1995,2,1.748162011,0.197022285
12/15/1995,0,1.603810056,0.274805329
12/16/1995,0,1.519365922,0.191927045
12/17/1995,4.5,1.58027933,0.044235367
12/18/1995,0,1.524393855,0.066411887
12/19/1995,4.5,1.596067039,0.056457205
12/20/1995,0.25,1.572385475,0
12/21/1995,2.5,2.28901676,0.004847622
12/22/1995,71.5,43.71837989,0.252692728
12/23/1995,15.75,23.31351955,0.024613842
12/24/1995,1.25,8.779927374,0.00260436
12/25/1995,0,5.502167598,0
12/26/1995,0,4.046631285,0
12/27/1995,0,3.257296089,0
12/28/1995,0,2.734265363,0
12/29/1995,0,2.343469274,0
12/30/1995,0,2.145921788,0.023411442
12/31/1995,0,1.989527933,0.042144637
1/1/1996,2.75,1.883664804,0.04572792
1/2/1996,7.75,2.11276257,0.070415701
1/3/1996,1.25,2.661410615,0.190284837
1/4/1996,4.25,3.726226257,0.212629131
1/5/1996,3.5,3.933879888,0.088055742
1/6/1996,6.25,3.542882682,0.185233757
1/7/1996,18,10.57266201,0.240858943
1/8/1996,15.5,9.37352514,0.159042931
1/9/1996,2,7.966081006,0.270915692
1/10/1996,2,5.690111732,0.209281458
1/11/1996,9.5,5.689960894,0.115048201
1/12/1996,25.25,9.665748603,0.259026489
1/13/1996,1.5,11.71153911,0.428579948
1/14/1996,1,6.698162011,0.256378621
1/15/1996,0,4.916337989,0.194813842
1/16/1996,0.25,3.937977654,0.402849079
1/17/1996,0,3.339,0.1800169
1/18/1996,0.5,2.909589385,0.083960725
1/19/1996,0,2.582648045,0.120290127
1/20/1996,0.25,2.290625698,0.361175756
1/21/1996,0,2.061905028,0.064194527
1/22/1996,0,1.888994413,0.086191667
1/23/1996,0,1.751103352,0.069705352
1/24/1996,0,1.606776536,0.043005095
1/25/1996,0,1.469111732,0.102972128
1/26/1996,0,1.373631285,0.068470669
1/27/1996,0,1.314930168,0
1/28/1996,0,1.259723464,0.00814826
1/29/1996,0,1.18573743,0
1/30/1996,0,1.139857542,0
1/31/1996,0,1.079798883,0
2/1/1996,0,1.020167598,0
2/2/1996,0,0.981703911,0
2/3/1996,2.25,0.942837989,0
2/4/1996,0.5,0.893539106,0.041295864
2/5/1996,0,0.886399441,0
2/6/1996,0,0.858921788,0
2/7/1996,0,0.808189944,0
2/8/1996,0.75,0.810854749,0.019621822
2/9/1996,15.75,1.858575419,0.466669178
2/10/1996,50.75,18.03544693,0.374988497
2/11/1996,47,25.92987989,0.591785357
2/12/1996,16,28.53093017,0.093082373
2/13/1996,0.25,9.221053073,0.070235292
2/14/1996,2.5,5.583871508,0.383254733
2/15/1996,3.75,4.367036313,0.443209583
2/16/1996,5,5.373703911,0.894789571
2/17/1996,27.25,8.543011173,0.431995664
2/18/1996,19.25,18.84781006,0.228587869
2/19/1996,0.5,8.504522346,0.512223256
2/20/1996,0.5,5.192195531,0
2/21/1996,0.25,3.890388268,0.518430133
2/22/1996,2,3.368388268,0.294653633
2/23/1996,7.25,4.788955307,0.306436343
2/24/1996,15,8.624564246,0.432485781
2/25/1996,2,7.405994413,0.114876408
2/26/1996,7,5.191416201,0
2/27/1996,1.5,4.289304469,0.423760663
2/28/1996,0,3.662849162,0.918420592
2/29/1996,0,3.25272067,0.827083908
3/1/1996,0,3.016986034,1.185012533
3/2/1996,0,2.771019553,0.880675613
3/3/1996,0,2.525958101,0.858309063
3/4/1996,0,2.294899441,0.807829609
3/5/1996,0,2.101374302,0.563013224
3/6/1996,0,1.935879888,0.720746478
3/7/1996,0.75,1.798969274,1.631212589
3/8/1996,3.25,1.724782123,0.294826037
3/9/1996,4,1.721312849,0.246149764
3/10/1996,0.5,1.625857542,0.946673316
3/11/1996,19.75,2.569801676,0.7398532
3/12/1996,7.5,6.322122905,0.041677059
3/13/1996,3.25,3.33447486,0.196726816
3/14/1996,2.25,2.76003352,0.263871864
3/15/1996,3,2.473592179,0.04494956
3/16/1996,4,2.622620112,0.154131026
3/17/1996,3.25,2.962206704,0.315022825
3/18/1996,4,4.921893855,0.261394158
3/19/1996,0.25,3.875329609,1.011689469
3/20/1996,0.25,3.290053073,0.328941273
3/21/1996,7.75,3.600175978,0.204329542
3/22/1996,8.25,3.535013966,0.37496954
3/23/1996,7.5,5.922829609,0.902749462
3/24/1996,0.75,5.012421788,0.321026884
3/25/1996,17,6.773756983,0.205062701
3/26/1996,3.75,9.326312849,0.15022869
